supertype_color,class_color,class_label,subclass_color,subclass_label,supertype_label,value,class_bigwig,subclass_bigwig,supertype_bigwig
#490099,#6b5ca5,MY Glut,#7ACC9F,NTS Phox2b Glut,NTS Phox2b Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/NTS_Phox2b_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/NTS_Phox2b_Glut_3.bw
#4EFF4D,#6b5ca5,MY Glut,#7ACC9F,NTS Phox2b Glut,NTS Phox2b Glut_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/NTS_Phox2b_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/NTS_Phox2b_Glut_4.bw
#457D99,#6b5ca5,MY Glut,#7ACC9F,NTS Phox2b Glut,NTS Phox2b Glut_5,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/NTS_Phox2b_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/NTS_Phox2b_Glut_5.bw
#CC641F,#6b5ca5,MY Glut,#7ACC9F,NTS Phox2b Glut,NTS Phox2b Glut_6,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/NTS_Phox2b_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/NTS_Phox2b_Glut_6.bw
#664E3D,#6b5ca5,MY Glut,#7ACC9F,NTS Phox2b Glut,NTS Phox2b Glut_7,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/NTS_Phox2b_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/NTS_Phox2b_Glut_7.bw
#581799,#6b5ca5,MY Glut,#7ACC9F,NTS Phox2b Glut,NTS Phox2b Glut_8,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/NTS_Phox2b_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/NTS_Phox2b_Glut_8.bw
#50992E,#6b5ca5,MY Glut,#7ACC9F,NTS Phox2b Glut,NTS Phox2b Glut_9,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/NTS_Phox2b_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/NTS_Phox2b_Glut_9.bw
#2E996C,#6b5ca5,MY Glut,#7ACC9F,NTS Phox2b Glut,NTS Phox2b Glut_10,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/NTS_Phox2b_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/NTS_Phox2b_Glut_10.bw
#f2a14b,#6b5ca5,MY Glut,#458499,MARN-GRN Pyy Glut,MARN-GRN Pyy Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/MARN_GRN_Pyy_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/MARN_GRN_Pyy_Glut_1.bw
#006657,#6b5ca5,MY Glut,#c10717,MDRNv Lhx4 Qrfprl Glut,MDRNv Lhx4 Qrfprl Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/MDRNv_Lhx4_Qrfprl_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/MDRNv_Lhx4_Qrfprl_Glut_1.bw
#49f490,#6b5ca5,MY Glut,#e925ed,NTS Mbnl3 Glut,NTS Mbnl3 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/NTS_Mbnl3_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/NTS_Mbnl3_Glut_1.bw
#FF73E3,#6b5ca5,MY Glut,#996E45,PGRNd Dmbx1 Glut,PGRNd Dmbx1 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PGRNd_Dmbx1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PGRNd_Dmbx1_Glut_1.bw
#513D66,#6b5ca5,MY Glut,#C6FF99,PGRN-PARN-MDRN Hoxb5 Glut,PGRN-PARN-MDRN Hoxb5 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PGRN_PARN_MDRN_Hoxb5_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PGRN_PARN_MDRN_Hoxb5_Glut_1.bw
#459987,#6b5ca5,MY Glut,#C6FF99,PGRN-PARN-MDRN Hoxb5 Glut,PGRN-PARN-MDRN Hoxb5 Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PGRN_PARN_MDRN_Hoxb5_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PGRN_PARN_MDRN_Hoxb5_Glut_2.bw
#73FFD9,#6b5ca5,MY Glut,#C6FF99,PGRN-PARN-MDRN Hoxb5 Glut,PGRN-PARN-MDRN Hoxb5 Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PGRN_PARN_MDRN_Hoxb5_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PGRN_PARN_MDRN_Hoxb5_Glut_3.bw
#2E6643,#6b5ca5,MY Glut,#C6FF99,PGRN-PARN-MDRN Hoxb5 Glut,PGRN-PARN-MDRN Hoxb5 Glut_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PGRN_PARN_MDRN_Hoxb5_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PGRN_PARN_MDRN_Hoxb5_Glut_4.bw
#990089,#6b5ca5,MY Glut,#C6FF99,PGRN-PARN-MDRN Hoxb5 Glut,PGRN-PARN-MDRN Hoxb5 Glut_5,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PGRN_PARN_MDRN_Hoxb5_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PGRN_PARN_MDRN_Hoxb5_Glut_5.bw
#3d72ed,#6b5ca5,MY Glut,#C6FF99,PGRN-PARN-MDRN Hoxb5 Glut,PGRN-PARN-MDRN Hoxb5 Glut_6,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PGRN_PARN_MDRN_Hoxb5_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PGRN_PARN_MDRN_Hoxb5_Glut_6.bw
#EFFF26,#6b5ca5,MY Glut,#C6FF99,PGRN-PARN-MDRN Hoxb5 Glut,PGRN-PARN-MDRN Hoxb5 Glut_7,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PGRN_PARN_MDRN_Hoxb5_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PGRN_PARN_MDRN_Hoxb5_Glut_7.bw
#743DCC,#6b5ca5,MY Glut,#99985C,MV-SPIV Slc6a2 Glut,MV-SPIV Slc6a2 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/MV_SPIV_Slc6a2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/MV_SPIV_Slc6a2_Glut_1.bw
#88CC5C,#6b5ca5,MY Glut,#84CC3D,SPVI-SPVC Tlx3 Ebf3 Glut,SPVI-SPVC Tlx3 Ebf3 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SPVI_SPVC_Tlx3_Ebf3_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SPVI_SPVC_Tlx3_Ebf3_Glut_1.bw
#eec9ff,#6b5ca5,MY Glut,#84CC3D,SPVI-SPVC Tlx3 Ebf3 Glut,SPVI-SPVC Tlx3 Ebf3 Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SPVI_SPVC_Tlx3_Ebf3_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SPVI_SPVC_Tlx3_Ebf3_Glut_2.bw
#C30000,#6b5ca5,MY Glut,#84CC3D,SPVI-SPVC Tlx3 Ebf3 Glut,SPVI-SPVC Tlx3 Ebf3 Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SPVI_SPVC_Tlx3_Ebf3_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SPVI_SPVC_Tlx3_Ebf3_Glut_3.bw
#003F00,#6b5ca5,MY Glut,#84CC3D,SPVI-SPVC Tlx3 Ebf3 Glut,SPVI-SPVC Tlx3 Ebf3 Glut_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SPVI_SPVC_Tlx3_Ebf3_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SPVI_SPVC_Tlx3_Ebf3_Glut_4.bw
#45994F,#6b5ca5,MY Glut,#84CC3D,SPVI-SPVC Tlx3 Ebf3 Glut,SPVI-SPVC Tlx3 Ebf3 Glut_5,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SPVI_SPVC_Tlx3_Ebf3_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SPVI_SPVC_Tlx3_Ebf3_Glut_5.bw
#002666,#6b5ca5,MY Glut,#84CC3D,SPVI-SPVC Tlx3 Ebf3 Glut,SPVI-SPVC Tlx3 Ebf3 Glut_6,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SPVI_SPVC_Tlx3_Ebf3_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SPVI_SPVC_Tlx3_Ebf3_Glut_6.bw
#8973FF,#6b5ca5,MY Glut,#84CC3D,SPVI-SPVC Tlx3 Ebf3 Glut,SPVI-SPVC Tlx3 Ebf3 Glut_7,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SPVI_SPVC_Tlx3_Ebf3_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SPVI_SPVC_Tlx3_Ebf3_Glut_7.bw
#A1FF26,#6b5ca5,MY Glut,#5A1F66,CU-ECU-SPVI Foxb1 Glut,CU-ECU-SPVI Foxb1 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/CU_ECU_SPVI_Foxb1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/CU_ECU_SPVI_Foxb1_Glut_1.bw
#004F99,#6b5ca5,MY Glut,#5A1F66,CU-ECU-SPVI Foxb1 Glut,CU-ECU-SPVI Foxb1 Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/CU_ECU_SPVI_Foxb1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/CU_ECU_SPVI_Foxb1_Glut_2.bw
#FFEF26,#6b5ca5,MY Glut,#5A1F66,CU-ECU-SPVI Foxb1 Glut,CU-ECU-SPVI Foxb1 Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/CU_ECU_SPVI_Foxb1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/CU_ECU_SPVI_Foxb1_Glut_3.bw
#66502E,#6b5ca5,MY Glut,#5A1F66,CU-ECU-SPVI Foxb1 Glut,CU-ECU-SPVI Foxb1 Glut_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/CU_ECU_SPVI_Foxb1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/CU_ECU_SPVI_Foxb1_Glut_4.bw
#006662,#6b5ca5,MY Glut,#3DC2CC,MV-SPIV Phox2b Ebf3 Lbx1 Glut,MV-SPIV Phox2b Ebf3 Lbx1 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/MV_SPIV_Phox2b_Ebf3_Lbx1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/MV_SPIV_Phox2b_Ebf3_Lbx1_Glut_1.bw
#661F40,#6b5ca5,MY Glut,#3DC2CC,MV-SPIV Phox2b Ebf3 Lbx1 Glut,MV-SPIV Phox2b Ebf3 Lbx1 Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/MV_SPIV_Phox2b_Ebf3_Lbx1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/MV_SPIV_Phox2b_Ebf3_Lbx1_Glut_2.bw
#26EB00,#6b5ca5,MY Glut,#3DC2CC,MV-SPIV Phox2b Ebf3 Lbx1 Glut,MV-SPIV Phox2b Ebf3 Lbx1 Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/MV_SPIV_Phox2b_Ebf3_Lbx1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/MV_SPIV_Phox2b_Ebf3_Lbx1_Glut_3.bw
#CC00C8,#6b5ca5,MY Glut,#3DC2CC,MV-SPIV Phox2b Ebf3 Lbx1 Glut,MV-SPIV Phox2b Ebf3 Lbx1 Glut_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/MV_SPIV_Phox2b_Ebf3_Lbx1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/MV_SPIV_Phox2b_Ebf3_Lbx1_Glut_4.bw
#CC1F5F,#6b5ca5,MY Glut,#3DC2CC,MV-SPIV Phox2b Ebf3 Lbx1 Glut,MV-SPIV Phox2b Ebf3 Lbx1 Glut_5,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/MV_SPIV_Phox2b_Ebf3_Lbx1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/MV_SPIV_Phox2b_Ebf3_Lbx1_Glut_5.bw
#0f8ee2,#6b5ca5,MY Glut,#85CC00,MV-SPIV Zic4 Neurod2 Glut,MV-SPIV Zic4 Neurod2 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/MV_SPIV_Zic4_Neurod2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/MV_SPIV_Zic4_Neurod2_Glut_1.bw
#73FF7C,#6b5ca5,MY Glut,#85CC00,MV-SPIV Zic4 Neurod2 Glut,MV-SPIV Zic4 Neurod2 Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/MV_SPIV_Zic4_Neurod2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/MV_SPIV_Zic4_Neurod2_Glut_2.bw
#CC5C93,#6b5ca5,MY Glut,#85CC00,MV-SPIV Zic4 Neurod2 Glut,MV-SPIV Zic4 Neurod2 Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/MV_SPIV_Zic4_Neurod2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/MV_SPIV_Zic4_Neurod2_Glut_3.bw
#179994,#6b5ca5,MY Glut,#85CC00,MV-SPIV Zic4 Neurod2 Glut,MV-SPIV Zic4 Neurod2 Glut_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/MV_SPIV_Zic4_Neurod2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/MV_SPIV_Zic4_Neurod2_Glut_4.bw
#e2dbff,#6b5ca5,MY Glut,#85CC00,MV-SPIV Zic4 Neurod2 Glut,MV-SPIV Zic4 Neurod2 Glut_5,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/MV_SPIV_Zic4_Neurod2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/MV_SPIV_Zic4_Neurod2_Glut_5.bw
#2E9968,#6b5ca5,MY Glut,#f22693,NTS Aldh1a2 Glut,NTS Aldh1a2 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/NTS_Aldh1a2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/NTS_Aldh1a2_Glut_1.bw
#352E66,#6b5ca5,MY Glut,#26FF93,CBN Neurod2 Pvalb Glut,CBN Neurod2 Pvalb Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/CBN_Neurod2_Pvalb_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/CBN_Neurod2_Pvalb_Glut_1.bw
#FFAD73,#6b5ca5,MY Glut,#221F66,NTS Dbh Glut,NTS Dbh Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/NTS_Dbh_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/NTS_Dbh_Glut_1.bw
#A33DCC,#6b5ca5,MY Glut,#221F66,NTS Dbh Glut,NTS Dbh Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/NTS_Dbh_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/NTS_Dbh_Glut_2.bw
#99665C,#6b5ca5,MY Glut,#221F66,NTS Dbh Glut,NTS Dbh Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/NTS_Dbh_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/NTS_Dbh_Glut_3.bw
#54FF00,#6b5ca5,MY Glut,#221F66,NTS Dbh Glut,NTS Dbh Glut_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/NTS_Dbh_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/NTS_Dbh_Glut_4.bw
#3DB3CC,#6b5ca5,MY Glut,#221F66,NTS Dbh Glut,NTS Dbh Glut_5,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/NTS_Dbh_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/NTS_Dbh_Glut_5.bw
